id_text,text_name,version,l_no,text
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 3',sux:še[barley]N sux:igi[eye]N sux:limmu[four]NU
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 4',sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 5',sux:šeŋuš[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 6',sux:še[barley]N sux:deg[collect]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 7',sux:še[barley]N sux:gu[pulse]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 8',sux:innu[straw]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 9',sux:šub[rush]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 10',sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 11,sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 12,sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 1',sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 2',sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 3',sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 4',sux:nurma[pomegranate]N sux:kud[sweet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 5',sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 6',sux:nurma[pomegranate]N sux:pu[well]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 7',sux:nurma[pomegranate]N sux:gal[big]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 8',sux:gurun[fruit]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 9',sux:garan[bunch]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 10',sux:garan[bunch]N sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 11',sux:garan[bunch]N sux:ŋipar[tree]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 12',sux:garan[bunch]N sux:šennur[plum]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 13',sux:garan[bunch]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 14',sux:garan[bunch]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r ii 15',sux:garan[bunch]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 1',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 2',sux:zulum[date]N sux:zarin[low-quality]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 3',sux:zulum[date]N sux:šagsud[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 4',sux:zulum[date]N sux:bar.UD[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 5',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 6',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 7',sux:aʾan[spadix]N sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 8',sux:abbur[nook]N sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 9',sux:kida[mat]N sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 10',sux:niŋin[encircle]V/t sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 11',sux:šuguru[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 12',sux:šuguru[~dates]N sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 13',sux:šuguru[~dates]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 14',sux:šuguru[~dates]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r iii 15',sux:šuguru[~dates]N sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 1',sux:dida[wort]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 2',sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 3',sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 4',sux:dida[wort]N sux:imŋaŋa[emmer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 5',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 6',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 7',sux:dida[wort]N sux:lalhab[honey]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 8',sux:dida[wort]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 9',sux:dida[wort]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 10',sux:dida[wort]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 11',sux:dida[wort]N sux:šag[heart]N sux:gur[lift]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o i 12',sux:dida[wort]N sux:gal[big]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 1',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 2',sux:kaš[beer]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 3',sux:kašbir[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 4',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 5',sux:kaš[beer]N sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 6',sux:kaš[beer]N sux:kurun[beer]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 7',sux:kaš[beer]N sux:kurun[beer]N sux:imin[seven]NU sux:gur[unit]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 8',sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 9',sux:kaš[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 10',sux:kaš[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 11',sux:kaš[beer]N sux:bala[turn]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 12',sux:kaš[beer]N sux:šag[heart]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 13',sux:kaš[beer]N sux:siškur[prayer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 14',sux:kaš[beer]N sux:šud[prayer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o ii 15',sux:kaš[beer]N sux:ešeš[festival]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 1',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 2',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 3',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 4',sux:bappir[~beer]N sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 5',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 6',sux:bappir[~beer]N sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 7',sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 8',sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 9',sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 12',sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 13',sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 14',sux:munu[malt]N sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,o iii 15',sux:munu[malt]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 1,sux:munu[malt]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 2,sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 3,sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 4,sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 5,sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 6,sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r i 7,sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 1,sux:zidgu[flour]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 2,sux:zidgu[flour]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 3,sux:zidgu[flour]N sux:us[follow]V/t sux:eš[three]NU
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 4,sux:dabin[semolina]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 5,sux:zidmilla[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 6,sux:zid[flour]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 7,sux:ziddubdub[flour-heap]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 8,sux:zid[flour]N sux:aŋala[sack]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r ii 9,sux:zid[flour]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 033 [OB Nippur Ura],,r iii 4,sux:ninda[bread]N sux:egir[back]N sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 1',sux:bappir[~beer]N sux:ah[dry]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 3',sux:bappir[~beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 4',sux:bappir[~beer]N sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 5',sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 6',sux:sumun[vessel]N sux:a[water]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 7',sux:sumun[vessel]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 8',sux:titab[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 9',sux:zid[flour]N sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 11',sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,i 12',sux:ah[dry]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 1',sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 2',sux:zidsig[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 3',sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 4',sux:zidgu[flour]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 5',sux:zidgu[flour]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 6',sux:zidgu[flour]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 7',sux:zid[flour]N sux:eš[three]NU
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 8',sux:zid[flour]N sux:du[spread]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 9',sux:zidmilla[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 10',sux:zid[flour]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 11',sux:ziddubdub[flour-heap]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 12',sux:zid[flour]N sux:madŋa[~flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 13',sux:zid[flour]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 14',sux:zid[flour]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 15',sux:zid[flour]N sux:lal[syrup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 16',sux:ninda[bread]N sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 17',sux:ninda[bread]N sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,ii 18',sux:ninda[bread]N sux:zidsig[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 1',sux:nindaʾidea[bread]N sux:teš[unity]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 2',sux:ninda[bread]N sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 3',sux:ninda[bread]N sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 4',sux:ninda[bread]N sux:šuʾi[barber]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 5',sux:ninda[bread]N sux:šu[hand]N sux:ila[elevation]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 6',sux:ninda[bread]N sux:dilim[spoon]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 7',sux:ninda[bread]N sux:kisiga[offerings]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 8',sux:ninda[bread]N sux:ki[place]N sux:an[sky]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 9',sux:ninda[bread]N sux:ki[place]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 10',sux:ninda[bread]N sux:ki[place]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 11',sux:ninda[bread]N sux:kurum[ration]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 15',sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 16',sux:nindaba[offering]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iii 17',sux:nindaba[offering]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iv 1',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iv 2',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iv 3',sux:ninda[bread]N sux:ŋešbun[meal]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iv 4',sux:ninda[bread]N sux:ki[place]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iv 5',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,iv 6',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 2',sux:i[oil]N sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 3',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 4',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 5',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 6',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 7',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 8',sux:šim[aromatics]N sux:GAM.GAM[~aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 9',sux:šim[aromatics]N sux:GAM.GAM[~aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r i 10',sux:šim[aromatics]N sux:hib[~aromatic]AJ
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 6',sux:še[barley]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 7',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 8',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 9',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 10',sux:še[barley]N sux:absin[furrow]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 11',sux:še[barley]N sux:šu[hand]N sux:ak[do]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 12',sux:še[barley]N sux:šu[hand]N sux:gur[reap]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 13',sux:še[barley]N sux:gunu[flax]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r ii 14',sux:še[barley]N sux:saŋ[head]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r iii 2',sux:še[barley]N sux:ud[sun]N sux:ri[unmng]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r iii 3',sux:še[barley]N sux:nim[high]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r iii 5',sux:an[sky]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r iii 6',sux:isin[stalk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 1',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 2',sux:zulum[date]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 3',sux:zulum[date]N sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 4',sux:zulum[date]N sux:šeŋuš[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 5',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 6',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 018 [OB Nippur Ura],,r v 7',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,CBS 13672 [OB Nippur Ura],,r? i 1',sux:kaš[beer]N sux:ešeš[festival]N
dcclt/Q000043,OB Nippur Ura 06,CBS 13672 [OB Nippur Ura],,r? i 2',sux:kaš[beer]N sux:siškur[prayer]N
dcclt/Q000043,OB Nippur Ura 06,CBS 13672 [OB Nippur Ura],,r? i 3',sux:kaš[beer]N sux:šud[prayer]N
dcclt/Q000043,OB Nippur Ura 06,CBS 13672 [OB Nippur Ura],,r? i 4',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,CBS 13672 [OB Nippur Ura],,r? i 6',sux:kuš[malt-flour]N
dcclt/Q000043,OB Nippur Ura 06,CBS 13672 [OB Nippur Ura],,r? i 7',sux:sahin[yeast]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,i' 3',sux:tu[soup]N sux:niŋluh[basin]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,i' 4',sux:tu[soup]N sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,i' 5',sux:tu[soup]N sux:i[oil]N sux:udu[sheep]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,i' 6',sux:tu[soup]N sux:Lullubi[1]GN
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 1',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 2',sux:kaš[beer]N sux:marah[unmng]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 3',sux:kaš[beer]N sux:huš[reddish]V/i
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 4',sux:kaš[beer]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 5',sux:kašbir[beer]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 6',sux:kašbir[diluted-beer]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 7',sux:kaš[beer]N sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,ii' 8',sux:kaš[beer]N sux:kurun[beer]N sux:imin[seven]NU
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,iii' 1',sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,iii' 2',sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,HS 1686 [OB Nippur Ura],,iii' 3',sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 1',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 2',sux:šim[aromatics]N sux:li[juniper]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 3',sux:šim[aromatics]N sux:gi[reed]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 4',sux:šim[aromatics]N sux:arganum[conifer]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 5',sux:šim[aromatics]N sux:marguzum[bush]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 6',sux:šim[aromatics]N sux:damšelum[plant]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 7',sux:šim[aromatics]N sux:arina[madder]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 8',sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 9',sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r i 10',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r ii 1',sux:še[barley]N sux:absin[furrow]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r ii 2',sux:še[barley]N sux:šu[hand]N sux:ak[do]V/t
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r ii 3',sux:še[barley]N sux:šu[hand]N sux:gur[reap]V/t
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r ii 4',sux:še[barley]N sux:gunu[flax]N
dcclt/Q000043,OB Nippur Ura 06,HS 1736 [OB Nippur Ura],,r ii 5',sux:še[barley]N sux:sig[weak]V/i
