id_text,text_name,version,l_no,text
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a iii 15,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 6,sux:duh[bran]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 7,sux:duh[bran]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 8,sux:duh[bran]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 9,sux:duh[bran]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 10,sux:duh[bran]N sux:ah[dry]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 11,sux:duh[bran]N sux:hahala[comestible]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 12,sux:duh[bran]N sux:hahala[comestible]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 13,sux:duh[bran]N sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 14,sux:eša[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 15,sux:eša[flour]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 16,sux:eša[flour]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 17,sux:eša[flour]N sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b i 18,sux:eša[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 4,sux:ninda[bread]N sux:zid[flour]N sux:eš[three]NU sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 5,sux:ninda[bread]N sux:dabin[semolina]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 6,sux:ninda[bread]N sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 7,sux:ninda[bread]N sux:zid[flour]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 8,sux:ninda[bread]N sux:ziddubdub[flour-heap]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 9,sux:ninda[bread]N sux:zid[flour]N sux:egal[palace]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 10,sux:ninda[bread]N sux:zid[flour]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 11,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 12,sux:ninda[bread]N sux:tuku[acquire]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 13,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 14,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 15,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 16,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 17,sux:nindaʾidea[bread]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 18,sux:nindaʾidea[bread]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 19,sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 20,sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b ii 21,sux:nindaʾidea[bread]N sux:i[oil]N sux:šah[pig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 4,sux:ninda[bread]N sux:gur[thick]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 5,sux:ninda[bread]N sux:gur[thick]V/i sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 6,sux:ninda[bread]N sux:gur[thick]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 7,sux:ninda[bread]N sux:gur[thick]V/i sux:lu[person]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 8,sux:ninda[bread]N sux:gur[thick]V/i sux:lu[person]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 9,sux:ninda[bread]N sux:hibza[~bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 10,sux:ninda[bread]N sux:pandunum[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 11,sux:ninda[bread]N sux:pananikum[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 12,sux:ninda[bread]N sux:giʾiziʾešta[~bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 13,sux:ninda[bread]N sux:dima[object]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 14,sux:ninda[bread]N sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 15,sux:ninda[bread]N sux:saŋŋar[millstone]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 16,sux:ninda[bread]N sux:kag[mouth]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 17,sux:ninda[bread]N sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 18,sux:ninda[bread]N sux:zag[side]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 19,sux:ninda[bread]N sux:zag[side]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 20,sux:ninda[bread]N sux:zig[rise]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 21,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 22,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 23,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,b iii 24,sux:egal[palace]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 5,sux:i[oil]N sux:udu[sheep]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 6,sux:i[oil]N sux:šah[pig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 7,sux:iŋeš[oil]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 8,sux:i[oil]N sux:hab[malodorous]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 9,sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 10,sux:i[oil]N sux:eren[cedar]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 11,sux:i[oil]N sux:biz[trickle]V/t sux:šim[aromatics]N sux:eren[cedar]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 12,sux:i[oil]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 13,sux:i[oil]N sux:saŋ[head]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 14,sux:i[oil]N sux:saŋ[head]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 15,sux:i[oil]N sux:saŋ[head]N sux:gurud[throw]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 16,sux:inun[ghee]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 17,sux:inun[ghee]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 18,sux:inun[ghee]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 19,sux:i[oil]N sux:šiqdum[almond]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 20,sux:i[oil]N sux:ligidba[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 21,sux:ligidba[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 22,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 23,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 24,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 25,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 26,sux:šim[aromatics]N sux:GAM.GAM[~aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c i 27,sux:šim[aromatics]N sux:GAM.GAM[~aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 1,sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 2,sux:gara[cream]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 3,sux:ga[milk]N sux:uzud[goat]N sux:gi[turn]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 4,sux:gašea[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 5,sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 6,sux:ga[milk]N sux:taka[abandon]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 7,sux:ga[milk]N sux:kiŋ[work]V/t sux:ŋal[be]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 8,sux:ga[milk]N sux:itirda[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 9,sux:ga[milk]N sux:nunuzte[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 10,sux:ga[milk]N sux:u[grass]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 11,sux:gaʾar[cheese]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 12,sux:gaʾar[cheese]N sux:gal[big]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 13,sux:gaʾar[cheese]N sux:tur[small]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 14,sux:gaʾar[cheese]N sux:gazi[condiment]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 15,sux:gugala[chickpea?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 16,sux:gutur[lentil?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 17,sux:guniŋara[vetch]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 18,sux:gu[pulse]N sux:gal[big]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 19,sux:ziz[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 20,sux:ziz[emmer]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 21,sux:ziz[emmer]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 22,sux:ziz[emmer]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 23,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 24,sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 25,sux:šeŋuš[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 26,sux:še[barley]N sux:gibil[new]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 27,sux:še[barley]N sux:sumun[old]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c ii 28,sux:še[barley]N sux:saŋ[head]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 1,sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 2,sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 3,sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 4,sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 5,sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 6,sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 7,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 8,sux:še[barley]N sux:in.nu.HA[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 9,sux:henbur[stalk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 10,sux:še[barley]N sux:lillan[grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 11,sux:še[barley]N sux:niŋŋala[possessions]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 12,sux:še[barley]N sux:niŋkud[due]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 13,sux:an[sky]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 14,sux:isin[stalk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 15,sux:mug[ergot]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 16,sux:innu[straw]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 17,sux:innu[straw]N sux:deg[collect]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 18,sux:innu[straw]N sux:deg[collect]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 19,sux:innu[straw]N sux:bul[blow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 20,sux:innu[straw]N sux:bul[blow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 21,sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 22,sux:hašhur[apple]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 23,sux:hašhur[apple]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 24,sux:hašhur[apple]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 25,sux:hašhur[apple]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 26,sux:hašhur[apple]N sux:baza[dwarf]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 27,sux:hašhur[apple]N sux:kud[sweet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 28,sux:hašhur[apple]N sux:arganum[conifer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 29,sux:hašhur[apple]N sux:armanu[tree]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 30,sux:hašhur[apple]N sux:damšelum[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 31,sux:hašhur[apple]N sux:kur[mountain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,c iii 32,sux:hašhur[apple]N sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 2,sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 3,sux:nurma[pomegranate]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 4,sux:nurma[pomegranate]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 5,sux:nurma[pomegranate]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 6,sux:nurma[pomegranate]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 7,sux:nurma[pomegranate]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 8,sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 9,sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 10,sux:nurma[pomegranate]N sux:pu[orchard]N sux:šu[hand]N sux:sub[rub]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 11,sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 12,sux:ŋeštinkira[berry]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 13,sux:ŋeštinkaʾa[grape]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 14,sux:ŋeštinguruma[~vine]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 15,sux:ŋeštin[vine]N sux:nim[high]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 16,sux:ŋeštin[vine]N sux:e[leave]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 17,sux:ŋeštin[vine]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 18,sux:ŋeštin[vine]N sux:kud[sweet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 19,sux:ŋeštin[vine]N sux:šeŋ[cook]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 20,sux:garan[bunch]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 21,sux:garan[bunch]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 22,sux:garan[bunch]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 23,sux:garan[bunch]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 24,sux:garan[bunch]N sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 25,sux:garan[bunch]N sux:šennur[plum]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 26,sux:šuguru[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 27,sux:šuguru[~dates]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d i 28,sux:šuguru[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 1,sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 2,sux:uhin[date]N sux:kud[sweet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 3,sux:uhin[date]N sux:bar.UD[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 4,sux:uhin[date]N sux:šeŋ[cook]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 5,sux:uhin[date]N sux:udtena[evening]N sux:dug[speak]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 6,sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 7,sux:zulum[date]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 8,sux:zulum[date]N sux:gibil[new]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 9,sux:zulum[date]N sux:sumun[old]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 10,sux:zulum[date]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 11,sux:zulum[date]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 12,sux:zulum[date]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 13,sux:zulum[date]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 14,sux:zulum[date]N sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 15,sux:zulum[date]N sux:šeŋuš[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 16,sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 17,sux:zulum[date]N sux:kud[sweet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 18,sux:ukuš[cucumber]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 19,sux:ukuš[cucumber]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 20,sux:ukuš[cucumber]N sux:liligi[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 21,sux:ukuš[cucumber]N sux:ses[bitter]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 22,sux:ukuš[cucumber]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 23,sux:ukuš[cucumber]N sux:kud[sweet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 24,sux:ukuš[cucumber]N sux:absin[furrow]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 25,sux:ukuš[cucumber]N sux:šeŋ[cook]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 26,sux:ukuš[cucumber]N sux:imsaŋ[tuft]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 27,sux:mun[salt]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d ii 28,sux:mungazi[~agriculture]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 1,sux:šeg[brick]N sux:naŋa[potash]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 2,sux:pa[branch]N sux:naŋa[potash]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 3,sux:gazi[condiment]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 4,sux:sila[unit]N sux:gazi[condiment]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 5,sux:esir[bitumen]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 6,sux:esir[bitumen]N sux:ea[~bitumen]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 7,sux:esir[bitumen]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 8,sux:IGI.ESIR₂[~bitumen]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,d iii 9,sux:Nisaba[1]DN sux:zamin[lyre]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,o i 1',sux:aba[who?]QP sux:dim[create]V/t
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,o i 2',sux:aba[who?]QP
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,o i 3',sux:aba[who?]QP
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,o i 4',sux:aba[who?]QP sux:kitum[burial]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,o i 5',sux:aba[who?]QP sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 1',sux:tu[soup]N sux:arzana[groats]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 2',sux:tu[soup]N sux:lub[turnip]N
